Age,Attrition,Department,DistanceFromHome,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion
21,Yes,Research & Development,18,Other,1,923,4,Female,65,3,1,4,Single,2693,8870,No,19,3,1,80,1,2,1,0
36,No,Research & Development,14,Life Sciences,1,924,3,Male,68,3,2,4,Married,6586,4821,Yes,17,3,1,80,17,2,16,4
47,No,Sales,2,Life Sciences,1,925,4,Female,65,2,1,4,Single,3294,13137,Yes,18,3,1,80,3,2,3,1
22,Yes,Research & Development,3,Life Sciences,1,926,2,Female,34,3,2,3,Married,4171,10022,Yes,19,3,1,80,4,4,3,0
41,Yes,Research & Development,2,Life Sciences,1,927,2,Female,57,1,1,4,Divorced,2778,17725,Yes,13,3,3,80,10,2,7,1
28,No,Research & Development,9,Medical,1,930,3,Female,77,3,1,3,Divorced,2377,9834,No,18,3,2,80,6,3,2,2
39,Yes,Research & Development,6,Medical,1,932,4,Male,70,3,1,1,Married,2404,4303,Yes,21,4,4,80,8,1,2,2
27,No,Research & Development,4,Life Sciences,1,933,2,Female,76,3,1,3,Single,2318,17808,No,19,3,3,80,1,3,1,0
34,No,Research & Development,10,Life Sciences,1,934,2,Male,83,3,1,2,Divorced,2008,6896,No,14,3,2,80,1,3,1,1
42,No,Sales,14,Medical,1,936,3,Female,68,2,2,3,Single,6244,7824,No,17,3,1,80,10,3,5,0
33,No,Research & Development,1,Other,1,939,3,Male,100,2,1,1,Single,2799,3339,Yes,11,3,2,80,6,3,3,0
58,No,Research & Development,5,Technical Degree,1,940,3,Female,37,2,3,2,Divorced,10552,9255,Yes,13,3,4,80,24,3,6,0
31,No,Sales,7,Life Sciences,1,941,2,Male,41,2,1,3,Married,2329,11737,No,15,3,2,80,13,4,7,5
35,No,Research & Development,21,Life Sciences,1,942,4,Female,51,3,2,4,Married,4014,19170,Yes,25,4,4,80,10,1,10,0
49,No,Research & Development,8,Other,1,944,1,Female,51,3,3,2,Married,7403,22477,No,11,3,3,80,29,2,26,1
48,No,Research & Development,20,Medical,1,945,4,Male,51,3,1,3,Married,2259,5543,No,17,3,1,80,13,2,0,0
31,No,Sales,20,Marketing,1,947,4,Female,45,3,2,3,Married,6932,24406,No,13,3,4,80,9,2,9,0
36,No,Research & Development,7,Other,1,949,2,Male,65,3,1,4,Single,4678,23293,No,18,3,3,80,8,3,6,0
38,No,Research & Development,1,Technical Degree,1,950,4,Female,80,3,3,1,Married,13582,16292,No,13,3,2,80,15,3,15,5
32,No,Research & Development,1,Life Sciences,1,951,3,Female,70,2,1,2,Married,2332,3974,No,20,4,3,80,5,3,3,0
25,Yes,Sales,19,Marketing,1,952,3,Male,36,2,1,2,Married,2413,18798,Yes,18,3,3,80,1,3,1,0
40,No,Sales,10,Marketing,1,954,1,Male,67,2,3,2,Divorced,9705,20652,No,12,3,2,80,11,2,1,0
26,No,Sales,1,Medical,1,956,3,Male,52,2,2,1,Single,4294,11148,No,12,3,2,80,7,3,7,0
41,No,Research & Development,6,Medical,1,957,4,Male,59,3,1,1,Single,4721,3119,Yes,13,3,3,80,20,3,18,2
36,No,Research & Development,2,Medical,1,958,3,Male,79,3,1,3,Single,2519,12287,No,21,4,3,80,16,3,11,3
19,Yes,Sales,21,Other,1,959,4,Male,37,2,1,2,Single,2121,9947,Yes,13,3,2,80,1,4,1,0
20,Yes,Research & Development,4,Technical Degree,1,960,1,Male,84,3,1,1,Single,2973,13008,No,19,3,2,80,1,3,1,0
31,No,Research & Development,12,Medical,1,961,4,Female,41,3,2,4,Married,5855,17369,Yes,11,3,3,80,10,1,9,8
40,No,Research & Development,9,Medical,1,964,4,Male,35,3,1,2,Divorced,3617,25063,Yes,14,3,4,80,3,3,1,0
32,No,Research & Development,3,Medical,1,966,3,Female,93,3,2,1,Married,6725,13554,No,12,3,3,80,8,4,8,6
36,Yes,Sales,3,Life Sciences,1,967,3,Male,51,2,3,4,Married,10325,5518,Yes,11,3,1,80,16,3,16,3
33,No,Research & Development,1,Life Sciences,1,969,2,Female,42,2,2,4,Single,6949,12291,No,14,3,1,80,6,3,5,1
37,Yes,Sales,1,Life Sciences,1,970,1,Male,46,2,3,3,Married,10609,14922,No,11,3,3,80,17,1,14,11
45,No,Research & Development,4,Life Sciences,1,972,3,Male,57,3,2,2,Married,4447,23163,No,12,3,2,80,9,2,9,0
29,No,Sales,20,Technical Degree,1,974,3,Female,84,3,1,4,Married,2157,18203,No,15,3,2,80,3,3,3,0
35,No,Sales,18,Medical,1,975,3,Female,86,3,2,3,Married,4601,6179,No,16,3,2,80,5,3,5,1
52,No,Research & Development,1,Life Sciences,1,976,4,Male,70,3,4,4,Married,17099,13829,No,15,3,2,80,26,2,9,7
58,Yes,Research & Development,2,Technical Degree,1,977,4,Male,51,3,1,3,Single,2479,26227,No,24,4,1,80,7,3,1,0
53,No,Sales,2,Medical,1,981,3,Male,45,3,4,3,Divorced,14852,13938,No,13,3,3,80,22,4,17,15
30,No,Sales,8,Other,1,982,3,Male,62,3,3,3,Divorced,7264,9977,No,11,3,1,80,10,4,8,7
38,No,Sales,10,Technical Degree,1,983,3,Female,85,3,2,4,Single,5666,19899,Yes,13,3,2,80,6,3,5,1
35,No,Sales,3,Life Sciences,1,984,4,Male,92,3,3,4,Divorced,7823,6812,No,13,3,2,80,12,3,10,0
39,No,Sales,2,Life Sciences,1,985,1,Male,41,4,3,3,Single,7880,2560,No,18,3,4,80,9,3,8,0
40,Yes,Sales,24,Life Sciences,1,986,2,Female,100,4,4,2,Single,13194,17071,Yes,16,3,4,80,22,2,1,0
47,No,Research & Development,16,Medical,1,987,3,Male,64,4,2,3,Divorced,5067,6759,Yes,19,3,3,80,20,4,19,2
36,No,Sales,8,Technical Degree,1,990,1,Male,84,3,2,4,Divorced,5079,25952,No,13,3,4,80,12,3,7,0
31,Yes,Research & Development,9,Medical,1,991,3,Male,46,2,1,1,Single,2321,10322,Yes,22,4,1,80,4,3,3,1
33,No,Sales,17,Life Sciences,1,992,4,Male,38,3,4,3,Single,17444,20489,No,11,3,4,80,10,3,10,6
29,Yes,Research & Development,10,Life Sciences,1,994,4,Female,92,2,1,1,Single,2404,11479,Yes,20,4,3,80,3,3,0,0
33,No,Research & Development,13,Life Sciences,1,995,2,Female,53,3,1,4,Single,3452,17241,No,18,3,1,80,5,3,3,0
45,No,Research & Development,1,Medical,1,996,4,Female,91,3,1,4,Divorced,2270,11005,No,14,3,4,80,8,3,5,0
50,No,Research & Development,1,Medical,1,997,4,Male,66,3,4,4,Divorced,17399,6615,No,22,4,3,80,32,2,5,1
33,No,Research & Development,1,Other,1,998,3,Female,84,4,2,2,Married,5488,20161,Yes,13,3,1,80,6,3,6,1
41,No,Research & Development,9,Medical,1,999,1,Male,64,3,5,3,Divorced,19419,3735,No,17,3,2,80,21,4,18,0
27,No,Research & Development,16,Technical Degree,1,1001,3,Female,37,3,1,2,Married,2811,12086,No,14,3,2,80,4,3,2,2
45,No,Research & Development,23,Life Sciences,1,1002,4,Male,42,3,2,1,Married,3633,14039,Yes,15,3,3,80,9,3,9,0
47,No,Sales,4,Life Sciences,1,1003,4,Female,83,3,2,4,Single,4163,8571,Yes,17,3,3,80,9,3,9,0
30,Yes,Research & Development,22,Life Sciences,1,1004,1,Female,48,3,1,3,Married,2132,11539,Yes,11,3,2,80,7,3,5,0
50,No,Research & Development,24,Life Sciences,1,1005,4,Male,95,3,4,3,Married,13973,4161,Yes,18,3,4,80,22,3,12,1
38,No,Research & Development,10,Medical,1,1006,3,Male,66,3,1,3,Married,2684,12127,No,17,3,2,80,3,2,2,0
46,No,Research & Development,7,Medical,1,1007,4,Male,75,3,3,3,Divorced,10845,24208,No,13,3,2,80,13,3,8,0
24,No,Research & Development,17,Medical,1,1009,4,Female,41,2,2,3,Divorced,4377,24117,No,15,3,2,80,5,3,4,3
35,Yes,Research & Development,14,Other,1,1010,3,Male,39,2,1,2,Divorced,3743,10074,Yes,24,4,4,80,5,1,4,0
31,No,Research & Development,1,Life Sciences,1,1011,3,Female,96,3,2,1,Married,4148,11275,No,12,3,3,80,4,3,4,0
18,No,Research & Development,5,Life Sciences,1,1012,2,Male,73,3,1,4,Single,1051,13493,No,15,3,4,80,0,3,0,0
54,No,Research & Development,17,Technical Degree,1,1013,3,Female,56,3,3,3,Married,10739,13943,No,11,3,3,80,22,3,10,0
35,No,Research & Development,25,Medical,1,1014,3,Female,57,3,3,3,Divorced,10388,6975,Yes,11,3,3,80,16,2,16,10
30,No,Research & Development,8,Life Sciences,1,1015,2,Female,73,4,3,1,Married,11416,17802,Yes,12,3,3,80,9,2,8,1
20,Yes,Research & Development,11,Medical,1,1016,4,Female,98,2,1,1,Single,2600,18275,Yes,15,3,1,80,1,3,1,0
30,Yes,Research & Development,5,Medical,1,1017,2,Female,60,3,1,2,Single,2422,25725,No,17,3,1,80,4,3,3,1
26,No,Research & Development,2,Medical,1,1018,4,Male,32,4,2,4,Married,5472,3334,No,12,3,2,80,8,3,8,1
22,No,Research & Development,8,Life Sciences,1,1019,2,Male,94,1,1,1,Married,2451,6881,No,15,3,1,80,4,2,4,1
48,No,Research & Development,6,Life Sciences,1,1022,1,Male,97,2,2,3,Single,4240,13119,No,13,3,4,80,19,3,2,2
48,No,Research & Development,4,Life Sciences,1,1024,3,Male,78,2,3,3,Single,10999,22245,No,14,3,2,80,27,3,15,4
41,No,Research & Development,7,Medical,1,1025,4,Female,42,3,2,3,Single,5003,23371,No,14,3,2,80,8,3,2,2
39,No,Research & Development,1,Life Sciences,1,1026,4,Female,65,2,4,4,Married,12742,7060,No,16,3,3,80,21,3,21,11
27,No,Research & Development,2,Life Sciences,1,1027,1,Female,47,3,2,4,Married,4227,4658,No,18,3,2,80,4,3,3,2
35,No,Research & Development,10,Other,1,1028,2,Male,45,3,1,4,Divorced,3917,9541,No,20,4,1,80,3,2,3,1
42,No,Sales,5,Marketing,1,1029,4,Male,90,3,5,3,Married,18303,7770,No,13,3,2,80,21,4,1,0
50,No,Research & Development,9,Life Sciences,1,1030,1,Male,64,3,1,4,Married,2380,20165,No,18,3,2,80,8,3,1,0
59,No,Research & Development,2,Life Sciences,1,1032,3,Female,69,2,4,4,Single,13726,21829,Yes,13,3,1,80,30,3,5,4
37,Yes,Research & Development,11,Medical,1,1033,1,Female,61,1,2,2,Married,4777,14382,No,15,3,1,80,15,1,1,0
55,No,Research & Development,18,Medical,1,1034,3,Male,62,3,2,2,Married,6385,12992,Yes,14,3,4,80,17,3,8,6
41,No,Research & Development,7,Life Sciences,1,1035,2,Female,55,1,5,3,Divorced,19973,20284,No,22,4,2,80,21,3,21,5
38,No,Sales,3,Life Sciences,1,1036,2,Male,42,3,2,4,Single,6861,4981,Yes,12,3,3,80,19,3,1,0
26,Yes,Sales,29,Medical,1,1037,2,Male,79,1,2,1,Single,4969,21813,No,18,3,4,80,7,3,2,2
52,Yes,Sales,2,Marketing,1,1038,1,Female,57,1,5,4,Married,19845,25846,No,15,3,4,80,33,3,32,6
44,No,Sales,28,Medical,1,1039,4,Female,53,4,4,4,Married,13320,11737,Yes,18,3,3,80,23,3,12,11
50,No,Sales,1,Life Sciences,1,1040,4,Female,95,3,2,3,Married,6347,24920,No,12,3,1,80,19,3,18,0
36,Yes,Research & Development,16,Life Sciences,1,1042,3,Female,43,4,1,1,Single,2743,8269,No,16,3,3,80,18,3,17,15
39,No,Research & Development,22,Medical,1,1043,4,Female,82,3,3,1,Single,10880,5083,Yes,13,3,3,80,21,3,21,2
33,No,Sales,8,Life Sciences,1,1044,2,Female,88,2,1,4,Single,2342,21437,No,19,3,4,80,3,2,2,2
45,No,Sales,11,Life Sciences,1,1045,4,Female,90,3,4,4,Married,17650,5404,No,13,3,2,80,26,4,9,1
32,No,Research & Development,29,Medical,1,1046,4,Female,69,3,1,3,Single,4025,11135,No,12,3,2,80,10,3,8,7
34,No,Sales,1,Marketing,1,1047,2,Male,75,4,2,4,Divorced,9725,12278,No,11,3,4,80,16,2,15,0
59,No,Sales,1,Technical Degree,1,1048,2,Male,66,3,3,4,Married,11904,11038,Yes,14,3,3,80,14,1,6,0
45,No,Human Resources,24,Medical,1,1049,2,Male,36,3,1,2,Single,2177,8318,No,16,3,1,80,6,3,6,0
53,No,Sales,2,Marketing,1,1050,3,Female,38,2,3,2,Married,7525,23537,No,12,3,1,80,30,3,15,6
36,Yes,Research & Development,15,Other,1,1052,1,Male,81,3,2,3,Divorced,4834,7858,No,14,3,2,80,9,2,1,0
26,Yes,Research & Development,2,Life Sciences,1,1053,1,Male,57,3,1,1,Married,2042,15346,Yes,14,3,2,80,6,3,3,1
34,No,Sales,10,Life Sciences,1,1055,3,Female,87,3,1,3,Married,2220,18410,Yes,19,3,4,80,1,3,1,0
28,No,Sales,10,Medical,1,1056,4,Male,74,3,1,2,Married,1052,23384,No,22,4,2,80,1,3,1,0
38,No,Research & Development,3,Other,1,1060,3,Male,44,3,1,3,Married,2821,2997,No,16,3,1,80,8,3,2,2
50,No,Research & Development,2,Medical,1,1061,2,Male,62,3,5,3,Married,19237,12853,Yes,11,3,4,80,29,2,8,7
37,No,Research & Development,3,Other,1,1062,4,Female,35,3,2,2,Single,4107,13848,No,15,3,1,80,8,2,4,0
40,No,Sales,26,Marketing,1,1066,3,Male,74,3,2,1,Married,8396,22217,No,14,3,2,80,8,2,7,7
26,No,Research & Development,1,Medical,1,1068,1,Female,66,2,1,3,Divorced,2007,25265,No,13,3,3,80,5,3,5,1
46,No,Research & Development,1,Medical,1,1069,4,Male,40,3,5,4,Divorced,19627,21445,No,17,3,4,80,23,3,2,2
54,No,Sales,2,Life Sciences,1,1070,3,Female,41,2,3,3,Married,10686,8392,No,11,3,2,80,13,3,9,7
56,No,Research & Development,9,Medical,1,1071,1,Female,63,3,1,3,Married,2942,12154,No,19,3,2,80,18,3,5,0
36,No,Research & Development,12,Medical,1,1073,4,Female,51,2,3,4,Single,8858,15669,No,11,3,2,80,15,2,14,7
55,No,Research & Development,2,Medical,1,1074,3,Male,40,2,4,1,Single,16756,17323,No,15,3,2,80,31,4,9,6
43,No,Sales,25,Medical,1,1076,3,Male,79,2,3,4,Divorced,10798,5268,No,13,3,3,80,18,3,1,0
20,Yes,Sales,9,Marketing,1,1077,4,Female,54,3,1,4,Single,2323,17205,Yes,14,3,2,80,2,3,2,0
21,Yes,Research & Development,10,Life Sciences,1,1079,3,Female,36,2,1,1,Single,1416,17258,No,13,3,1,80,1,2,1,1
46,No,Research & Development,8,Life Sciences,1,1080,4,Female,74,2,2,1,Divorced,4615,21029,Yes,23,4,1,80,19,3,16,1
51,Yes,Research & Development,4,Life Sciences,1,1081,1,Male,34,3,1,3,Married,2461,10332,Yes,12,3,3,80,18,4,10,2
28,Yes,Research & Development,24,Technical Degree,1,1082,2,Male,72,2,3,1,Single,8722,12355,No,12,3,1,80,10,2,10,1
26,No,Research & Development,1,Medical,1,1083,1,Male,59,2,1,1,Married,3955,11141,No,16,3,1,80,6,3,5,1
30,No,Research & Development,20,Other,1,1084,3,Male,85,3,2,1,Married,9957,9096,No,15,3,3,80,7,2,6,0
41,No,Research & Development,7,Technical Degree,1,1085,2,Female,43,4,1,3,Married,3376,18863,No,13,3,3,80,10,3,10,0
38,No,Research & Development,17,Life Sciences,1,1088,3,Female,65,2,3,3,Married,8823,24608,No,18,3,1,80,20,2,19,1
40,No,Research & Development,20,Technical Degree,1,1092,1,Male,61,3,3,4,Married,10322,26542,No,20,4,4,80,14,3,11,11
27,No,Research & Development,8,Life Sciences,1,1094,1,Male,87,1,1,3,Married,4621,5869,No,19,3,4,80,3,3,3,1
55,No,Research & Development,2,Life Sciences,1,1096,4,Male,65,3,3,2,Married,10976,15813,No,18,3,2,80,23,3,3,1
28,No,Research & Development,10,Other,1,1097,3,Female,59,3,2,3,Single,3660,7909,No,13,3,4,80,10,4,8,1
44,Yes,Human Resources,1,Medical,1,1098,2,Male,91,2,3,1,Married,10482,2326,No,14,3,4,80,24,3,20,3
33,No,Research & Development,5,Life Sciences,1,1099,4,Male,34,2,3,4,Divorced,7119,21214,No,15,3,3,80,9,3,3,1
35,Yes,Sales,4,Technical Degree,1,1100,4,Male,86,3,3,1,Single,9582,10333,Yes,22,4,1,80,9,3,8,4
33,Yes,Research & Development,29,Medical,1,1101,1,Female,54,2,2,3,Single,4508,3129,No,22,4,2,80,14,3,13,3
28,No,Research & Development,15,Life Sciences,1,1102,1,Male,50,3,1,3,Divorced,2207,22482,No,16,3,4,80,4,2,4,2
34,No,Research & Development,3,Life Sciences,1,1103,1,Male,45,3,2,4,Single,7756,22266,No,17,3,3,80,7,2,6,0
37,No,Sales,10,Life Sciences,1,1105,4,Female,88,2,2,4,Divorced,6694,24223,Yes,14,3,3,80,8,3,1,0
25,Yes,Research & Development,4,Technical Degree,1,1106,4,Male,32,3,1,4,Married,3691,4605,Yes,15,3,2,80,7,4,7,5
26,Yes,Research & Development,21,Medical,1,1107,1,Male,37,3,1,3,Divorced,2377,19373,No,20,4,3,80,1,2,1,0
33,Yes,Research & Development,25,Medical,1,1108,1,Male,55,2,1,2,Single,2313,2993,Yes,20,4,2,80,5,3,2,2
42,No,Research & Development,2,Medical,1,1109,4,Male,35,3,4,1,Married,17665,14399,No,17,3,4,80,23,3,22,13
28,Yes,Research & Development,1,Medical,1,1111,1,Male,45,2,1,2,Divorced,2596,7160,No,15,3,1,80,1,3,1,0
50,Yes,Sales,1,Other,1,1113,4,Male,81,3,2,3,Single,4728,17251,Yes,14,3,4,80,5,3,0,0
33,No,Sales,7,Life Sciences,1,1114,4,Female,30,3,2,2,Married,4302,13401,No,17,3,3,80,4,3,3,0
34,No,Research & Development,3,Life Sciences,1,1115,3,Male,40,2,1,4,Married,2979,22478,No,17,3,4,80,6,3,0,0
48,No,Research & Development,1,Medical,1,1116,1,Male,35,4,4,4,Single,16885,16154,No,22,4,3,80,27,2,5,2
45,No,Sales,9,Life Sciences,1,1117,2,Female,65,2,2,3,Married,5593,17970,No,13,3,4,80,15,3,15,4
52,No,Research & Development,7,Life Sciences,1,1118,2,Male,87,3,3,2,Single,10445,15322,No,19,3,4,80,18,3,8,4
38,No,Sales,10,Marketing,1,1119,3,Male,73,2,3,3,Divorced,8740,5569,Yes,14,3,2,80,9,3,8,2
29,No,Research & Development,28,Life Sciences,1,1120,3,Female,93,3,1,4,Divorced,2514,26968,No,22,4,1,80,11,3,7,1
28,No,Research & Development,3,Medical,1,1121,4,Female,93,3,3,2,Divorced,7655,8039,No,17,3,2,80,10,2,9,1
46,No,Sales,3,Marketing,1,1124,1,Male,52,3,4,3,Married,17465,15596,No,12,3,4,80,23,3,12,4
38,No,Sales,2,Marketing,1,1125,4,Male,32,3,3,2,Single,7351,20619,No,16,3,3,80,10,3,1,0
43,No,Research & Development,27,Life Sciences,1,1126,3,Female,83,3,3,1,Married,10820,11535,No,11,3,3,80,18,3,8,0
39,Yes,Research & Development,2,Life Sciences,1,1127,1,Male,84,3,4,4,Divorced,12169,13547,No,11,3,4,80,21,3,18,11
40,No,Research & Development,14,Medical,1,1128,3,Male,44,2,5,3,Single,19626,17544,No,14,3,1,80,21,4,20,4
21,No,Research & Development,1,Technical Degree,1,1131,4,Female,70,2,1,2,Single,2070,25326,Yes,11,3,3,80,2,4,2,2
39,No,Research & Development,9,Life Sciences,1,1132,3,Male,70,3,2,2,Single,6782,8770,No,15,3,3,80,9,2,5,0
36,No,Research & Development,18,Life Sciences,1,1133,1,Male,78,3,2,4,Single,7779,23238,No,20,4,1,80,18,3,11,0
31,No,Sales,20,Life Sciences,1,1135,3,Male,67,4,1,4,Married,2791,21981,No,12,3,1,80,3,3,2,2
28,No,Research & Development,2,Life Sciences,1,1136,1,Male,67,2,1,2,Married,3201,19911,No,17,3,1,80,6,1,5,0
35,No,Sales,11,Marketing,1,1137,4,Male,54,3,2,4,Divorced,4968,18500,No,11,3,4,80,5,3,5,0
49,No,Sales,8,Technical Degree,1,1138,4,Male,56,2,4,2,Married,13120,11879,No,17,3,2,80,22,3,9,2
34,No,Research & Development,2,Life Sciences,1,1140,4,Male,95,3,2,3,Single,4033,15834,No,11,3,4,80,5,2,3,0
29,No,Research & Development,10,Life Sciences,1,1143,4,Female,61,3,1,2,Divorced,3291,17940,No,14,3,4,80,8,2,7,1
42,No,Research & Development,29,Medical,1,1148,2,Male,56,1,2,4,Single,4272,9558,No,19,3,1,80,16,3,1,0
29,No,Research & Development,8,Medical,1,1150,2,Male,79,2,2,4,Married,5056,17689,Yes,15,3,3,80,10,2,10,1
38,No,Human Resources,1,Human Resources,1,1152,3,Male,37,4,1,3,Married,2844,6004,No,13,3,4,80,7,4,7,5
28,No,Research & Development,6,Life Sciences,1,1154,3,Male,39,2,1,3,Divorced,2703,22088,Yes,14,3,4,80,3,3,3,0
18,Yes,Research & Development,8,Medical,1,1156,3,Male,80,3,1,3,Single,1904,13556,No,12,3,4,80,0,3,0,0
33,Yes,Sales,9,Marketing,1,1157,1,Female,77,3,2,1,Single,8224,18385,Yes,17,3,1,80,6,3,5,0
41,No,Research & Development,12,Life Sciences,1,1158,2,Male,46,3,1,4,Married,4766,9051,Yes,11,3,1,80,6,3,1,0
31,Yes,Research & Development,15,Medical,1,1160,3,Male,72,3,1,3,Married,2610,6233,No,12,3,3,80,2,2,2,2
37,No,Research & Development,25,Medical,1,1161,3,Female,52,2,2,4,Divorced,5731,17171,No,13,3,3,80,9,3,6,1
27,No,Research & Development,6,Life Sciences,1,1162,4,Male,55,2,1,3,Married,2539,7950,No,13,3,3,80,4,3,4,2
34,No,Sales,9,Life Sciences,1,1163,2,Female,70,3,2,3,Married,5714,5829,No,20,4,1,80,6,2,6,1
35,No,Human Resources,8,Technical Degree,1,1164,3,Male,100,3,1,3,Single,4323,7108,No,17,3,2,80,6,1,5,1
29,Yes,Sales,23,Life Sciences,1,1165,4,Female,45,2,3,1,Married,7336,11162,No,13,3,1,80,11,1,11,3
40,No,Research & Development,9,Medical,1,1166,2,Female,88,3,3,3,Single,13499,13782,No,17,3,3,80,20,2,18,2
42,Yes,Sales,12,Life Sciences,1,1167,3,Male,44,3,4,1,Single,13758,2447,Yes,12,3,2,80,22,2,21,13
42,No,Sales,4,Marketing,1,1171,2,Male,45,3,2,1,Single,5155,2253,No,13,3,4,80,9,4,6,1
35,No,Research & Development,1,Medical,1,1172,4,Male,58,2,1,3,Married,2258,16340,No,12,3,2,80,10,3,8,1
24,No,Research & Development,24,Medical,1,1173,4,Male,49,3,1,2,Single,3597,6409,No,22,4,4,80,6,3,4,1
28,Yes,Research & Development,12,Life Sciences,1,1175,3,Female,79,3,1,4,Married,2515,22955,Yes,11,3,4,80,1,2,1,0
26,No,Research & Development,3,Medical,1,1177,1,Male,82,4,1,4,Married,4420,13421,No,22,4,2,80,8,3,8,0
30,No,Sales,10,Marketing,1,1179,3,Male,72,2,2,3,Married,6578,2706,No,18,3,1,80,10,3,10,1
40,No,Research & Development,26,Medical,1,1180,3,Female,92,2,2,4,Married,4422,21203,Yes,13,3,4,80,16,1,1,0
35,No,Research & Development,2,Life Sciences,1,1182,3,Male,44,2,3,2,Divorced,10274,19588,No,18,3,2,80,15,4,7,6
34,No,Research & Development,1,Medical,1,1184,4,Male,97,2,2,1,Single,5343,25755,No,20,4,3,80,14,3,13,4
35,No,Research & Development,4,Other,1,1185,4,Male,47,2,1,4,Married,2376,26537,No,13,3,2,80,2,4,2,2
43,Yes,Sales,9,Marketing,1,1188,1,Female,85,1,2,3,Single,5346,9489,No,13,3,2,80,7,2,4,1
32,No,Sales,2,Life Sciences,1,1190,3,Female,76,3,1,1,Divorced,2827,14947,No,12,3,3,80,1,3,1,0
56,No,Research & Development,4,Technical Degree,1,1191,4,Female,92,3,5,1,Divorced,19943,18575,No,13,3,4,80,28,3,5,4
29,No,Research & Development,6,Medical,1,1192,2,Female,54,3,1,4,Married,3131,26342,No,13,3,1,80,10,3,10,0
19,No,Research & Development,9,Life Sciences,1,1193,3,Male,54,3,1,1,Single,2552,7172,No,25,4,3,80,1,3,1,0
45,No,Research & Development,7,Medical,1,1195,1,Female,83,3,1,3,Married,4477,20100,Yes,19,3,3,80,7,2,3,0
37,No,Research & Development,1,Life Sciences,1,1196,4,Female,56,2,2,4,Married,6474,9961,No,13,3,2,80,14,2,14,3
20,No,Research & Development,3,Life Sciences,1,1198,1,Male,87,2,1,3,Single,3033,12828,No,12,3,1,80,2,2,2,1
44,Yes,Research & Development,10,Life Sciences,1,1200,3,Male,96,3,1,3,Single,2936,10826,Yes,11,3,3,80,6,3,6,0
53,No,Research & Development,7,Medical,1,1201,4,Female,50,3,5,3,Divorced,18606,18640,No,18,3,2,80,26,3,7,4
29,No,Research & Development,15,Life Sciences,1,1202,2,Female,69,1,1,4,Married,2168,26933,Yes,18,3,1,80,6,2,5,1
22,Yes,Research & Development,3,Life Sciences,1,1203,3,Male,48,2,1,4,Married,2853,4223,Yes,11,3,2,80,1,3,0,0
46,No,Sales,2,Marketing,1,1204,3,Female,69,3,4,1,Married,17048,24097,No,23,4,1,80,28,3,26,15
44,No,Research & Development,17,Life Sciences,1,1206,4,Male,74,1,1,3,Single,2290,4279,No,13,3,4,80,6,3,0,0
33,No,Human Resources,2,Human Resources,1,1207,2,Male,99,3,1,3,Married,3600,8429,No,13,3,4,80,5,3,5,1
41,Yes,Research & Development,5,Life Sciences,1,1210,1,Male,95,2,1,1,Divorced,2107,20293,No,17,3,1,80,5,1,1,0
30,No,Sales,29,Life Sciences,1,1211,3,Male,61,3,2,1,Divorced,4115,13192,No,19,3,3,80,8,3,4,0
40,No,Sales,2,Medical,1,1212,2,Male,62,3,2,2,Married,4327,25440,No,12,3,4,80,5,3,0,0
50,No,Research & Development,2,Medical,1,1215,4,Female,30,3,4,1,Married,17856,9490,No,22,4,3,80,32,3,2,2
28,No,Research & Development,19,Medical,1,1216,4,Male,78,2,1,1,Married,3196,12449,No,12,3,3,80,6,3,6,3
46,No,Research & Development,15,Life Sciences,1,1217,4,Male,52,3,5,2,Married,19081,10849,No,11,3,1,80,25,3,4,0
35,No,Sales,17,Life Sciences,1,1218,3,Male,94,3,2,1,Married,8966,21026,Yes,15,3,4,80,15,3,7,1
24,Yes,Research & Development,17,Life Sciences,1,1219,4,Female,97,3,1,2,Married,2210,3372,No,13,3,1,80,1,1,1,0
33,No,Sales,25,Medical,1,1220,2,Female,82,3,2,3,Married,4539,4905,No,12,3,1,80,10,2,10,0
36,No,Research & Development,6,Life Sciences,1,1221,3,Male,60,1,1,3,Divorced,2741,6865,No,14,3,3,80,7,3,7,1
30,No,Research & Development,7,Life Sciences,1,1224,3,Male,49,3,2,3,Divorced,3491,11309,No,13,3,1,80,10,2,10,8
44,No,Research & Development,29,Other,1,1225,4,Male,32,3,2,4,Single,4541,7744,No,25,4,2,80,20,3,20,13
20,No,Sales,21,Marketing,1,1226,3,Male,43,4,1,4,Single,2678,5050,No,17,3,4,80,2,3,2,2
46,No,Research & Development,2,Technical Degree,1,1228,4,Male,60,3,2,4,Divorced,7379,17433,No,11,3,3,80,12,2,6,1
42,No,Human Resources,2,Medical,1,1231,4,Male,79,4,2,1,Married,6272,12858,No,16,3,1,80,10,4,4,0
60,No,Sales,7,Marketing,1,1233,2,Male,52,4,2,4,Divorced,5220,10893,Yes,18,3,2,80,12,3,11,1
32,No,Research & Development,13,Other,1,1234,3,Female,77,2,1,2,Married,2743,7331,No,20,4,3,80,2,3,2,2
